segment,train,sampling,duration,len,mean,var,std,kurtosis,skew,n_peaks,smooth10_n_peaks,smooth20_n_peaks,diff_peaks,diff2_peaks,diff_var,diff2_var,gaps_squared,len_weighted,var_div_duration,var_div_len,anomaly,channel
562,0,1,408,363,0.029021143632312556,0.006190569950791574,0.03525205470677477,-1.3238562197988768,0.20453544484810698,2,1,1,2,2,0.0005383368173947933,0.0012701497232584242,636,409,2.1721297512250998e-05,0.00010673395785020007,1,CADC0884
974,0,2,363,252,0.07113823972368909,0.015176433915464714,0.08638720159050471,-1.191494350539748,0.4255470420322145,2,1,1,2,2,0.0013197546360142717,0.003113823773587516,923,366,5.325064496083956e-05,0.00026166264937877766,1,CADC0884
369,0,1,429,415,0.009296579919022588,0.001982249274892883,0.011304096364435802,-1.3858448269371166,0.10102979667673445,2,1,1,2,2,0.00017237793180068883,0.0004067078042486892,502,430,6.955259957361825e-06,3.417670365484799e-05,1,CADC0884
870,0,2,374,280,0.060493425609489254,0.012905316947858368,0.07346313550345417,-1.2249479269927535,0.36968784024862017,2,1,1,2,2,0.001122256513003104,0.002647847498529336,851,377,4.528181344396383e-05,0.000222505459654684,1,CADC0884
1313,0,3,326,160,0.10578058177174962,0.02256752689077754,0.12844711106718615,-1.0826234744696799,0.6073344883848529,2,1,1,2,2,0.00196248991140777,0.0046302907906407365,1159,330,7.918430469123557e-05,0.0003890952889260791,1,CADC0884
1407,0,4,316,135,0.11541056763169036,0.024622125876695544,0.1401390553638191,-1.0523592101292494,0.6578683274498318,2,1,1,2,2,0.0021411594599370677,0.005051843002989109,1225,320,8.639342398674259e-05,0.00042451940994055713,1,CADC0884
1254,0,3,332,176,0.0997946524015852,0.021290403061875858,0.12117948328689238,-1.1014355216955642,0.5759230205129696,2,1,1,2,2,0.0018514302158224925,0.004368256992704355,1118,336,7.470316842046434e-05,0.00036707591221287925,1,CADC0884
923,0,2,368,266,0.06587495271825343,0.014053488949475942,0.07999694729732504,-1.2080353415182163,0.39792767660906353,2,1,1,2,2,0.0012221024559676546,0.0028834236137497424,887,371,4.9310487159931726e-05,0.0002423015289652914,1,CADC0884
295,0,1,437,435,0.001687166560871363,0.0003587481403663326,0.0020653665877228824,-1.4097590154620112,0.06109901426309535,2,1,1,2,2,3.1196992488068e-05,7.360606532031465e-05,450,438,1.258764711617552e-06,6.185304335182362e-06,1,CADC0884
381,0,1,427,412,0.010488591382104012,0.0022365700577963795,0.01275133957226557,-1.3820986791711487,0.10728493726728744,2,1,1,2,2,0.0001944938676959277,0.0004588880542215265,510,429,7.847613587361727e-06,3.856154480965123e-05,1,CADC0884
1138,0,3,345,207,0.08791040970391904,0.018754848664376607,0.10675060398741283,-1.1387842642294617,0.5135598543954331,2,1,1,2,2,0.0016309364053136485,0.0038480247852899817,1038,348,6.58064862663785e-05,0.0003233594563830943,1,CADC0884
1014,0,3,358,241,0.07525729029491311,0.01605525110685714,0.09138821722377814,-1.1785493642093223,0.4471619687511231,2,1,1,2,2,0.001396177272208514,0.0032941350332641745,951,361,5.6334214073407634e-05,0.00027681467016281365,1,CADC0884
1128,0,3,346,210,0.08682721880846854,0.01852374521856511,0.10543548184741983,-1.1421884203796207,0.5078757552510046,2,1,1,2,2,0.0016108394673662876,0.0038006081509341354,1030,349,6.49955969775797e-05,0.00031937491415008466,1,CADC0884
691,0,2,394,328,0.04220856948801031,0.009004164091432629,0.05126315282917058,-1.2824119489690624,0.2737371306621371,2,1,1,2,2,0.0007830091832912486,0.0018474287167588098,726,396,3.159355771876433e-05,0.0001552442024316567,1,CADC0884
1262,0,3,331,174,0.10056789380270813,0.021455377447271967,0.12211829000180018,-1.09900544729017,0.5799806439706809,2,1,1,2,2,0.001865776518512042,0.004402105601421287,1124,335,7.52820259168298e-05,0.00036992029821356147,1,CADC0884
1496,0,4,306,111,0.12446332470661654,0.026553570613626842,0.15113017549529126,-1.0239090091518042,0.7053731291984695,2,1,1,2,2,0.002309119417827642,0.005448127050368907,1287,310,9.317042310756891e-05,0.0004578201818005514,1,CADC0884
590,0,1,405,355,0.031860729927959755,0.006796407924836045,0.0386996490518815,-1.3149322201670164,0.21943631790881135,2,1,1,2,2,0.0005910209655163143,0.0013944524898973328,656,406,2.3847044803362142e-05,0.00011717944032868408,1,CADC0884
1637,0,4,291,73,0.13897052632509144,0.02964874460114192,0.1687436378295211,-0.9783170642614357,0.7815004052436831,2,1,1,2,2,0.0025782781893247753,0.006083179170506665,1385,295,0.00010403068278319442,0.0005111852514059028,1,CADC0884
958,0,2,365,256,0.06953389100485635,0.014834139201981835,0.08443933207898269,-1.1965363552142267,0.41712814078555194,2,1,1,2,2,0.0012899884177200358,0.003043593478170823,912,367,5.204961087066799e-05,0.00025576101629312914,1,CADC0884
427,0,1,422,399,0.015188844649054751,0.0032393893491524527,0.018458004169340413,-1.3673271406240668,0.1319497546004867,2,1,1,2,2,0.0002816998243186527,0.0006646414366354181,542,424,1.1366277790338354e-05,5.585153286869739e-05,1,CADC0884
1351,0,4,322,150,0.1096799481535285,0.023399473513570915,0.13318140405483986,-1.0703688921001198,0.6277966111810971,2,1,1,2,2,0.00203483664598408,0.00480098538447536,1186,326,8.210341566730366e-05,0.00040343919644545854,1,CADC0884
297,0,1,436,434,0.0019355930209694894,0.0004117509962808068,0.002366985756797668,-1.4089782828454824,0.06240264470831791,2,1,1,2,2,3.580616264823493e-05,8.448092281059232e-05,452,437,1.444739645854799e-06,7.099146693178215e-06,1,CADC0884
480,0,1,417,385,0.020624461661594696,0.0043991016648538125,0.025057487517786223,-1.3502445662035616,0.16047343047349005,2,1,1,2,2,0.00038254932209918856,0.0009025853350420118,579,418,1.543544383668696e-05,7.584657311497202e-05,1,CADC0884
984,0,2,362,249,0.07219360690195235,0.015401601051301422,0.08766854243982812,-1.1881776362969951,0.4310851348099692,2,1,1,2,2,0.0013393353477635307,0.003160022425933147,930,365,5.404070509169726e-05,0.0002655448414381683,1,CADC0884
1153,0,3,343,203,0.08945133620979397,0.01908361197539192,0.10862147141483453,-1.1339415772534642,0.521645944363931,2,1,1,2,2,0.0016595259221754307,0.0039154787760917725,1048,347,6.696004175109334e-05,0.00032902778942246036,1,CADC0884
700,0,2,393,326,0.043058298849684415,0.00918545751285528,0.05229482499446787,-1.279741494993994,0.2781961285709763,2,1,1,2,2,0.0007987746022264889,0.0018846255826235015,732,395,3.222967499103222e-05,0.00015836995112695996,1,CADC0884
902,0,2,371,271,0.06372346875480181,0.013594460573545002,0.0773847907457338,-1.2147968342494733,0.38663765542510553,2,1,1,2,2,0.001182184986304798,0.002789242496786954,873,373,4.769986126904508e-05,0.0002343872464948405,1,CADC0884
1680,0,4,286,61,0.14328945624506312,0.030570206913016942,0.17398733068429764,-0.9647439148646595,0.8041642089795398,2,1,1,2,2,0.002658409278835614,0.006272240139984855,1415,291,0.00010726388389842454,0.000527072532899696,1,CADC0884
740,0,2,388,315,0.04724386114230601,0.01007846526665585,0.057376593741293426,-1.266587481532336,0.30016007892023316,2,1,1,2,2,0.0008764312609215779,0.0020678483900126938,760,391,3.536303555096876e-05,0.0001737666367840224,1,CADC0884
1011,0,3,359,242,0.07491732018210706,0.015982717018108432,0.09097545320945248,-1.179617792087769,0.44537795834681815,2,1,1,2,2,0.0013898696506344063,0.003279252856356534,949,362,5.607970849720308e-05,0.0002755640824057283,1,CADC0884
1569,0,4,298,91,0.1319892050971309,0.028159249629503013,0.1602674863479531,-1.0002573406191995,0.744865568129099,2,1,1,2,2,0.0024487505316439376,0.005777572137270634,1338,303,9.880438460325788e-05,0.0004855043032075282,1,CADC0884
1197,0,3,338,191,0.09396840869610566,0.020047348857737794,0.11410573283140683,-1.119745722995848,0.5453495112629922,2,1,1,2,2,0.001743333241681546,0.004113213427797106,1079,342,7.034157469349727e-05,0.00034564394283260243,1,CADC0884
325,0,1,433,427,0.004810111864602648,0.0010250419799881468,0.005856992355788381,-1.3999445003041031,0.07748682808574822,2,1,1,2,2,8.913843036914028e-05,0.00021031286021886805,471,435,3.5966378482330227e-06,1.7673129340322478e-05,1,CADC0884
1582,0,4,297,88,0.13333315642896806,0.028445987438226312,0.1618992025662075,-0.9960336897271882,0.751918020884688,2,1,1,2,2,0.002473685477675745,0.005836403548392558,1347,301,9.981048218423908e-05,0.0004904480586095596,1,CADC0884
1132,0,3,346,209,0.08726944000725381,0.018618095017182708,0.10597239080016253,-1.1407986468688773,0.5101963334133774,2,1,1,2,2,0.0016190442002793157,0.0038199663646850774,1033,349,6.532664890469695e-05,0.00032100163484197083,1,CADC0884
466,0,1,418,389,0.01920934996417903,0.004097181485451927,0.02333937418093035,-1.3546918535729,0.15304756009151502,2,1,1,2,2,0.00035629410513697573,0.0008406388820106356,569,420,1.4376074779295658e-05,7.064105269704645e-05,1,CADC0884
890,0,2,372,274,0.06258149167818244,0.013350814842628195,0.07599829521375101,-1.2183857383891241,0.3806450728143837,2,1,1,2,2,0.0011609973613510428,0.0027392524999062125,865,375,4.684496396204799e-05,0.00023018645796344663,1,CADC0884
1254,0,3,332,176,0.09976960931229717,0.02128506001084714,0.12114907800808615,-1.101514224892551,0.5757916056321819,2,1,1,2,2,0.0018509655798903167,0.0043671607325595375,1118,336,7.468442087287379e-05,0.00036698379064194263,1,CADC0884
1411,0,4,315,134,0.11584865377799329,0.02471559344404504,0.14067094387271167,-1.0509824318942216,0.6601672067146457,2,1,1,2,2,0.0021492874733230983,0.005071020204997411,1228,319,8.67213803655307e-05,0.00042613091974826696,1,CADC0884
562,0,1,408,363,0.02896695693043559,0.006179008984415727,0.035186265627831344,-1.3240265129533206,0.20425109738260308,2,1,1,2,2,0.0005373314666391994,0.0012677777027395656,636,409,2.1680732717687162e-05,0.00010653463084052605,1,CADC0884
515,0,1,413,376,0.024240025575134803,0.005170497807934645,0.0294472106692891,-1.3388818930272404,0.17944628542813956,2,1,1,2,2,0.00044963053919611675,0.0010608564881679997,604,414,1.8142096987826824e-05,8.914650682947623e-05,1,CADC0884
426,0,1,422,400,0.015136415208277463,0.003228203302005554,0.01839434861366388,-1.3674919112143855,0.131674628451701,2,1,1,2,2,0.000280727076834953,0.0006623463401447999,542,424,1.1327028501849522e-05,5.5658669983763985e-05,1,CADC0884
1179,0,3,340,196,0.09209561418292003,0.019647780077099136,0.11183193830609055,-1.1256313752726737,0.5355219270995736,2,1,1,2,2,0.0017085864253283717,0.004031231929403487,1066,344,6.89395789628816e-05,0.0003387548258146522,1,CADC0884
1278,0,3,330,170,0.10223102458984303,0.021810213568362324,0.12413752791180434,-1.0937787075517518,0.5887080071011606,2,1,1,2,2,0.0018966333475047689,0.004474909079322315,1135,334,7.652706494625987e-05,0.00037603816246832095,1,CADC0884
1649,0,4,289,70,0.14013283568921153,0.029896728313223802,0.17015481916855899,-0.9746642616142982,0.7875996825639641,2,1,1,2,2,0.0025998430485425425,0.0061340592123887904,1393,294,0.0001049008010768342,0.0005154608327172033,1,CADC0884
1603,0,4,294,82,0.135473341079161,0.028902605056976456,0.16449764041217113,-0.9893077074741707,0.763148748349417,2,1,1,2,2,0.0025133933059925005,0.0059300900384086945,1362,299,0.00010141264927794537,0.0004983207763003651,1,CADC0884
352,0,1,430,420,0.007525821187991858,0.001604450268124291,0.009154185373173435,-1.3914098102193837,0.09173765045364915,2,1,1,2,2,0.00013952423215574247,0.00032919291778282295,490,432,5.629649398714571e-06,2.7662927571706138e-05,1,CADC0884
928,0,2,368,264,0.06637900896826823,0.014161031522766123,0.08060893133170029,-1.2064512382999186,0.4005727373379587,2,1,1,2,2,0.001231454442972968,0.002905488654179934,891,371,4.968782952479634e-05,0.00024415571129310826,1,CADC0884
690,0,2,394,328,0.042103938940284094,0.008981840713145173,0.05113611894215006,-1.2827407725624222,0.2731880765579071,2,1,1,2,2,0.0007810679247061889,0.0018428485190809824,725,396,3.151523007514336e-05,0.0001548593165929471,1,CADC0884
461,0,1,419,390,0.01867615709688511,0.0039834224892941125,0.022692014839553215,-1.3563675247644167,0.15024960348614658,2,1,1,2,2,0.000346401533095439,0.000817298387425786,566,420,1.3976920404227975e-05,6.867969066289773e-05,1,CADC0884
1289,0,3,329,167,0.10333234756279366,0.02204518557105294,0.12547466454311612,-1.0903175675186996,0.5944872552416136,2,1,1,2,2,0.0019170666982099428,0.004523119444582425,1143,332,7.735152811893296e-05,0.000380089403958936,1,CADC0884
559,0,1,408,364,0.028695167529566135,0.006121021544399585,0.03485628107940125,-1.3248806685452885,0.20282486872112215,2,1,1,2,2,0.0005322888331135995,0.0012558801335327448,634,410,2.147726801455891e-05,0.00010553484737595186,1,CADC0884
759,0,2,386,310,0.0491233211565929,0.01047945616068101,0.059658480975022604,-1.2606808815105994,0.31002264063863855,2,1,1,2,2,0.0009113017453766374,0.002150121670427232,773,389,3.6770021153148334e-05,0.00018068027299868462,1,CADC0884
1431,0,4,313,128,0.1179089177977697,0.02515515965185898,0.14317234860018768,-1.0445076171008822,0.6709785466190834,2,1,1,2,2,0.002187512497494305,0.00516120817289167,1242,317,8.826371794679277e-05,0.0004337096475906341,1,CADC0884
392,0,1,426,409,0.011598126368311172,0.0024732941289068856,0.014098446561058114,-1.3786117311521269,0.1131072783636742,2,1,1,2,2,0.00021507957965296627,0.0005074579000049168,517,427,8.67822436856545e-06,4.264299437695532e-05,1,CADC0884
1545,0,4,301,98,0.12948349970963222,0.027624646586150693,0.1572252630009514,-1.0081320489842405,0.7317167520625207,2,1,1,2,2,0.0024022610292871215,0.005667884992870215,1321,305,9.692858443900052e-05,0.00047628700920893346,1,CADC0884
919,0,2,369,267,0.06546798714694195,0.013966661090922344,0.07950284285525992,-1.2093143167739184,0.3957921041394101,2,1,1,2,2,0.001214551836896067,0.002865608713558702,885,372,4.900582800513973e-05,0.0002408044968972762,1,CADC0884
537,0,1,410,370,0.026442271647471677,0.005640356498567565,0.032120998438007614,-1.3319608696482623,0.1910026833522418,2,1,1,2,2,0.0004904898215686532,0.0011572597142403213,619,412,1.979072398317697e-05,9.72475188667463e-05,1,CADC0884
919,0,2,369,267,0.06545505996314788,0.013963903020547123,0.07948714772184735,-1.2093549431791086,0.39572426808700933,2,1,1,2,2,0.00121431199292061,0.002865042826650135,884,372,4.899615056516401e-05,0.0002407569439590105,1,CADC0884
1189,0,3,339,194,0.09312983221118583,0.019868434950636626,0.11308760158046338,-1.1223811267003183,0.5409490386404004,2,1,1,2,2,0.0017277747471887163,0.004076504778627453,1073,343,6.971380659434129e-05,0.00034255922024694767,1,CADC0884
1023,0,3,357,238,0.07617488931549418,0.016251024812507918,0.09250229119972317,-1.1756656154976128,0.451977116136242,2,1,1,2,2,0.0014132019080826056,0.0033343028904968364,958,361,5.7021139360839975e-05,0.00028019007893501617,1,CADC0884
658,0,2,397,337,0.03884404701894395,0.008286328722452701,0.047178223747734144,-1.2929856713881906,0.2560816284158077,2,1,1,2,2,0.000720585653360078,0.001700146891950454,703,399,2.9074837109546083e-05,0.00014286773035437884,1,CADC0884
394,0,1,426,408,0.011817362816739379,0.002520069170030324,0.014364625596011548,-1.3779227343119664,0.11425773274265047,2,1,1,2,2,0.00021914717412626445,0.0005170549660034,519,427,8.842347320938294e-06,4.3449460616143857e-05,1,CADC0884
364,0,1,429,416,0.00873850264412603,0.001863181083127811,0.010626524402627393,-1.3875987026349113,0.09810125788076801,2,1,1,2,2,0.00016202366792113183,0.0003822779958029016,498,430,6.53747682565684e-06,3.212380376393502e-05,1,CADC0884
1344,0,4,323,152,0.10894803627154659,0.02324331695920287,0.1322927762750449,-1.072669079763151,0.6239558664705908,2,1,1,2,2,0.0020212571488364343,0.004768945973661997,1181,327,8.155549792913171e-05,0.0004007468420166619,1,CADC0884
1468,0,4,309,118,0.12161754638282998,0.025946411543692836,0.14767506329406913,-1.032852468539799,0.6904397631561522,2,1,1,2,2,0.002256320386165457,0.005323553227967401,1267,313,9.104004039225395e-05,0.0004473519218063655,1,CADC0884
1512,0,4,304,106,0.12615066759985946,0.026913572491903143,0.15317880977202292,-1.0186061777565394,0.7142275465833667,2,1,1,2,2,0.0023404254651401236,0.005521990412162175,1298,309,9.443358760092665e-05,0.00046402711083580597,1,CADC0884
1383,0,4,318,141,0.11298354253254207,0.024104309611954085,0.13719235921301642,-1.059986649071505,0.6451323901856645,2,1,1,2,2,0.00209612974909004,0.004945600084790548,1208,322,8.457652480044854e-05,0.0004155915431640286,1,CADC0884
313,0,1,435,430,0.003497941528158799,0.0007450847835997199,0.004263862033010324,-1.4040682727062,0.07060114771486337,2,1,1,2,2,6.47931317346727e-05,0.00015287266078858365,462,436,2.614331889633478e-06,1.2846281049386189e-05,1,CADC0884
755,0,2,387,311,0.04875370556833868,0.010400597081981253,0.059209723839561745,-1.2618424765565281,0.3080830640988178,2,1,1,2,2,0.0009044440976870925,0.002133941764120706,771,389,3.649332262960345e-05,0.0001793206336889717,1,CADC0884
1436,0,4,313,127,0.11835125401458367,0.02524953399006869,0.14370939719845055,-1.0431174821216929,0.6732997283443936,2,1,1,2,2,0.002195719364389621,0.005180571421551819,1245,317,8.859485597774258e-05,0.0004353367913789429,1,CADC0884
1396,0,4,317,138,0.11427315884260614,0.024379454809612476,0.13875810627439278,-1.0559337574605354,0.6518997171595745,2,1,1,2,2,0.002120056592519131,0.00500205298269661,1217,321,8.554194655286849e-05,0.00042033542595829005,1,CADC0884
761,0,2,386,309,0.04938985870726259,0.010536323095822947,0.05998208915479726,-1.2598432309670329,0.311421309949914,2,1,1,2,2,0.0009162469389144973,0.002161789340119887,775,388,3.696955426020131e-05,0.0001816607374133939,1,CADC0884
983,0,2,362,249,0.0720934129499067,0.015380224239822972,0.08754689510584289,-1.1884925169514555,0.4305593619665197,2,1,1,2,2,0.001337476403374855,0.003155636440038353,930,365,5.396569873514693e-05,0.00026517627571711694,1,CADC0884
1064,0,3,353,227,0.08036545976664397,0.017145101078514323,0.09759014044462963,-1.162495862840097,0.473967347051302,2,1,1,2,2,0.0014909514854419806,0.0035177449298078667,986,356,6.0158249086435304e-05,0.0002956051872166123,1,CADC0884
1296,0,3,328,165,0.10407245337772722,0.02220309033632991,0.12637324072875866,-1.087991628690875,0.5983709980307372,2,1,1,2,2,0.0019307982211572569,0.00455551754445451,1148,332,7.790557993050926e-05,0.00038281189995561095,1,CADC0884
1370,0,4,320,145,0.1116464278739582,0.02381903043693363,0.1355689435264569,-1.0641888142739673,0.6381158132196089,2,1,1,2,2,0.002071321646995635,0.0048870679487430565,1199,324,8.35755452324929e-05,0.0004106729366193458,1,CADC0884
1688,0,4,285,59,0.14417280069449584,0.030758672258285054,0.17505981555060157,-0.9619678183770736,0.8087996037657633,2,1,1,2,2,0.00267479837392583,0.006310908504854739,1421,290,0.00010792516581592713,0.0005303219354563851,1,CADC0884
314,0,1,435,430,0.003653070878947784,0.0007781822991571492,0.0044522074526794075,-1.4035807459592744,0.07141519684858388,2,1,1,2,2,6.767131779561106e-05,0.00015966344137501205,463,436,2.730463523920143e-06,1.3416927878485562e-05,1,CADC0884
1199,0,3,338,191,0.09410625014302612,0.020076757924498558,0.11427308868660753,-1.1193125271378954,0.5460728412446215,2,1,1,2,2,0.001745890677325595,0.0041192474311432924,1080,342,7.044476440209783e-05,0.00034615099571591286,1,CADC0884
561,0,1,408,363,0.02887901071369645,0.006160245280049428,0.035079488496258276,-1.3243029025129571,0.20378959515116604,2,1,1,2,2,0.0005356997601062743,0.0012639278609253345,635,410,2.1614895158080934e-05,0.00010621111869109575,1,CADC0884
731,0,2,389,317,0.04627589940529303,0.009871946458404297,0.05620137345800037,-1.2696295057166336,0.2950806506271191,2,1,1,2,2,0.0008584722224493442,0.00202547590705778,754,392,3.463840814890365e-05,0.0001702059676191828,1,CADC0884
381,0,1,427,412,0.010452637100953595,0.0022288990569594674,0.012707686813211704,-1.382211673092919,0.10709626535397651,2,1,1,2,2,0.00019382679141209194,0.00045731415712730515,510,429,7.820697794777258e-06,3.8429286172412814e-05,1,CADC0884
322,0,1,434,428,0.004441045285868444,0.0009463000348355722,0.005408901782960086,-1.4011043699716685,0.07555013250121997,2,1,1,2,2,8.229096870525589e-05,0.00019415698678021208,469,435,3.3203503195931944e-06,1.6315509574558844e-05,1,CADC0884
1329,0,3,324,156,0.10741718595813349,0.022916703447275016,0.13043414253962432,-1.0774801001763263,0.6159226518329249,2,1,1,2,2,0.0019928545801991076,0.004701933067747152,1170,328,8.040948559915855e-05,0.0003951155744793977,1,CADC0884
933,0,2,367,263,0.06694612100843726,0.014282027320639528,0.08129747256945935,-1.2046689689441854,0.40354868652277814,2,1,1,2,2,0.0012419763330002449,0.002930313959082731,895,370,5.0112376186749785e-05,0.00024624184577262854,1,CADC0884
1507,0,4,305,108,0.1256426255732391,0.02680517953599653,0.15256198653240602,-1.0202028071195839,0.711561570289645,2,1,1,2,2,0.002330999528191684,0.00549975089453436,1295,309,9.405326143738857e-05,0.00046215826673850526,1,CADC0884
1307,0,3,327,162,0.10522530110819711,0.02244905536809538,0.1277729345230377,-1.0843685612257041,0.6044206249487097,2,1,1,2,2,0.0019521875343423286,0.004605983403734949,1155,330,7.876861513527364e-05,0.0003870526764333122,1,CADC0884
1329,0,3,324,156,0.10747353259765452,0.022928725245655982,0.1305025540388896,-1.0773030189616746,0.6162183336807304,2,1,1,2,2,0.001993900005269381,0.0047043996394424735,1171,328,8.045166734813677e-05,0.0003953228468685977,1,CADC0884
1091,0,3,350,220,0.08313542196191581,0.0177360844506822,0.1009532028791883,-1.1537906716477162,0.4885028641151666,2,1,1,2,2,0.0015423438656666688,0.0036389999044798014,1005,353,6.223187496711571e-05,0.0003057945558655339,1,CADC0884
1204,0,3,338,190,0.09464732082606668,0.02019219768659723,0.11493001263007535,-1.1176120982466637,0.5489121370875459,2,1,1,2,2,0.001755929410099175,0.0041429327767699585,1083,341,7.084981620155759e-05,0.00034814133647364403,1,CADC0884
804,0,2,381,298,0.05369411058607929,0.011454653784359064,0.06520796112779226,-1.2463162104144705,0.33400808992059555,2,1,1,2,2,0.0009961056999894895,0.0023502077789846545,804,384,4.019176722329394e-05,0.00019749402540047883,1,CADC0884
296,0,1,437,435,0.001792780790994486,0.0003812813915325883,0.002193594781771252,-1.4094271004389731,0.06165323029057834,2,1,1,2,2,3.315650178422084e-05,7.822932365230024e-05,451,438,1.337828751309255e-06,6.573808671860113e-06,1,CADC0884
335,0,1,432,424,0.005809405248325678,0.0012382455300964275,0.007070252971994045,-1.3968040098030274,0.08273067078356798,2,1,1,2,2,0.00010767877926630961,0.0002540568846463482,478,433,4.344720485034999e-06,2.134905267695235e-05,1,CADC0884
467,0,1,418,389,0.019245922251422132,0.004104984340552155,0.023383777272634326,-1.3545769174364657,0.15323947502313173,2,1,1,2,2,0.0003569726475715594,0.0008422398322946957,570,420,1.440345321842109e-05,7.07755846836888e-05,1,CADC0884
1097,0,3,349,218,0.08373862895310627,0.017864781261915753,0.10168556766589854,-1.1518949662854348,0.4916682233855774,2,1,1,2,2,0.0015535354418904765,0.003665405264294308,1009,353,6.268344272875337e-05,0.00030801346643959804,1,CADC0884
899,0,2,371,272,0.06347228862775156,0.013540870210918717,0.07707982829858115,-1.2155862208459516,0.38531957497293373,2,1,1,2,2,0.0011775247260975333,0.002778247097645565,871,374,4.7511824907735496e-05,0.00023346327471061667,1,CADC0884
1305,0,3,327,162,0.10494872481697641,0.02239004662439256,0.12743713812232088,-1.0852377606315535,0.602969276837403,2,1,1,2,2,0.0019470560874425076,0.004593876288611115,1154,331,7.856156691041455e-05,0.00038603528428420285,1,CADC0884
967,0,2,364,254,0.07042551659628346,0.01502437136458399,0.08552187123324916,-1.1937342334890129,0.42180699128426613,2,1,1,2,2,0.0013065311566393255,0.003082624349671484,918,366,5.271709214727753e-05,0.00025904088121813474,1,CADC0884
1514,0,4,304,106,0.1263879240824109,0.02696419218496837,0.15346686726435485,-1.0178605491534605,0.7154725620050665,2,1,1,2,2,0.0023448273935790273,0.005532376304370968,1300,308,9.461120056020011e-05,0.00046489986417850123,1,CADC0884
1553,0,4,300,95,0.130335075007764,0.027806333846072086,0.15825917635191106,-1.005455793764007,0.7361854366165153,2,1,1,2,2,0.002418060696728881,0.005705162664523087,1327,304,9.756608360074663e-05,0.00047941954822328944,1,CADC0884
1097,0,3,349,219,0.08368128017660006,0.01785254565329005,0.10161593945354783,-1.152075196927206,0.49136728277313135,2,1,1,2,2,0.0015524714237126623,0.0036628948240960283,1009,353,6.264051076838525e-05,0.0003078025076668091,1,CADC0884
670,0,2,396,334,0.040062012635233867,0.008546186935798783,0.04865697837395987,-1.2891579572144565,0.26247296474126425,2,1,1,2,2,0.0007431831285746534,0.0017534632838516176,711,398,2.998662032017206e-05,0.00014734804444937718,1,CADC0884
855,0,2,376,284,0.058991620124463254,0.012584900275242453,0.07163976563244068,-1.2296676678986882,0.3618070398205629,2,1,1,2,2,0.0010943928264005496,0.002582106028714392,840,378,4.415754440996278e-05,0.0002169810341762342,1,CADC0884
1569,0,4,298,91,0.13202246307594115,0.02816634536261529,0.16030786547636752,-1.0001528203969707,0.7450400910591702,2,1,1,2,2,0.0024493675821926552,0.0057790280038471364,1338,303,9.882928191258495e-05,0.0004856266434355623,1,CADC0884
1395,0,4,317,138,0.11422096698592686,0.02436831945205682,0.13869473917397263,-1.0560977813926504,0.6516258377453893,2,1,1,2,2,0.0021190882530422706,0.004999768286439553,1217,321,8.550287512259568e-05,0.0004201434370318403,1,CADC0884
812,0,2,380,295,0.05456152238244186,0.01163971982942913,0.06626110186473787,-1.2435901856540057,0.3385598773020072,2,1,1,2,2,0.001012199189253039,0.002388178692659077,810,383,4.0841121771603364e-05,0.00020068481933212457,1,CADC0884
800,0,2,382,299,0.05331804404649916,0.01137441836739203,0.06475137177277683,-1.2474980789373298,0.33203466168661244,2,1,1,2,2,0.0009891283648385356,0.0023337454825642975,802,384,3.991023944263963e-05,0.00019611065612026016,1,CADC0884
1316,0,3,326,159,0.10608537662150193,0.022632556185557623,0.12881716814276595,-1.0816655922841123,0.6089339148128073,2,1,1,2,2,0.001968144910178415,0.004643633171937468,1161,330,7.941247765685339e-05,0.0003902164836816321,1,CADC0884
465,0,1,418,389,0.019043227180169795,0.004061738473538164,0.023137681430256934,-1.355213929505445,0.15217582235957605,2,1,1,2,2,0.0003532119528627103,0.0008333668643629384,568,420,1.4251713333179092e-05,7.00299662749485e-05,1,CADC0884
681,0,2,395,331,0.041125140142916836,0.00877300977136216,0.04994774118304712,-1.2858168544975832,0.2680517802411173,2,1,1,2,2,0.0007629078212781967,0.0018000016442802098,719,397,3.078248992379254e-05,0.00015125878305623675,1,CADC0884
1565,0,4,299,92,0.1315405007944957,0.028063516632738563,0.1597227061386805,-1.0016674886529708,0.7425109695505635,2,1,1,2,2,0.0024404255147289612,0.005757930125930517,1335,303,9.846847934927813e-05,0.00048385373427134855,1,CADC0884
1439,0,4,312,126,0.11870356464823997,0.025324700982125192,0.14413714406783654,-1.0420102715502555,0.6751484962575561,2,1,1,2,2,0.002202255945312267,0.005195993804223166,1247,316,8.885859981122725e-05,0.00043663277402137277,1,CADC0884
615,0,1,402,349,0.034377644894892034,0.007333402580270847,0.04175548215701079,-1.3070222833312324,0.23264395681182168,2,1,1,2,2,0.0006377184443463806,0.0015046303331501122,673,404,2.5731236589015863e-05,0.00012643796901901685,1,CADC0884
319,0,1,434,429,0.004144763081489311,0.0008830869496331169,0.005049180067885267,-1.4020354993713489,0.07399537661147415,2,1,1,2,2,7.679390895214784e-05,0.0001811872461645967,467,435,3.0985500192012757e-06,1.5225628777742442e-05,1,CADC0884
1437,0,4,312,127,0.11851634858682508,0.025284757628570468,0.14390984157816172,-1.0425986375617782,0.6741660704829479,2,1,1,2,2,0.0021987824397789336,0.005187798429274082,1246,317,8.871844769258404e-05,0.0004359440955007736,1,CADC0884
